cand_id,receptor,energy,tanimoto,n_contacts,status
31,receptor_02,-3.869,0.2799033214771972,11,ok
31,receptor_03,-3.239,0.34962646355051424,5,ok
31,receptor_04,-3.684,0.28236057269062664,7,ok
31,receptor_05,-3.391,0.4650848448316804,6,ok
31,receptor_06,-3.606,0.3004472134706834,9,ok
31,receptor_07,-2.758,0.16839390242018937,5,ok
31,receptor_08,-3.515,0.2792870712156548,5,ok
31,receptor_09,-3.301,0.2560771669766011,7,ok
31,receptor_10,-3.046,0.40411647708226256,3,ok
32,1xq8,-4.778,0.0013507978422093825,9,ok
32,receptor_01,-4.328,0.0,9,ok
32,receptor_02,-4.757,0.2637851487368285,10,ok
32,receptor_03,-4.096,0.20202222761670557,9,ok
32,receptor_04,-4.841,0.3882769832136921,7,ok
32,receptor_05,-4.105,0.23834472016708563,9,ok
32,receptor_06,-4.369,0.18273554373872286,10,ok
32,receptor_07,-3.876,0.23834472016708563,9,ok
50,receptor_10,-4.893,0.020201055877495298,9,ok
51,1xq8,-4.697,0.0,10,ok
51,receptor_01,-4.449,0.06603766022429397,10,ok
51,receptor_02,-4.626,0.24482282558674645,9,ok
51,receptor_03,-3.82,0.15047399857526442,3,ok
51,receptor_04,-4.284,0.028308828447964465,6,ok
51,receptor_05,-4.016,0.12217541623892292,8,ok
51,receptor_06,-4.471,0.17263501579997517,9,ok
51,receptor_07,-3.848,0.012484217730421136,6,ok
51,receptor_08,-4.261,0.1879767439640276,10,ok
51,receptor_09,-4.033,0.21337628470624329,7,ok
51,receptor_10,-3.9,0.0869473439792289,7,ok
52,1xq8,-4.916,0.0,9,ok
52,receptor_01,-4.931,0.0,7,ok
52,receptor_02,-5.464,0.24308094742570194,11,ok
52,receptor_03,-4.476,0.37691321605634237,6,ok
52,receptor_04,-4.932,0.31293143120110445,10,ok
52,receptor_05,-4.57,0.27023158120058327,8,ok
52,receptor_06,-4.796,0.1543337756689929,9,ok
52,receptor_07,-4.161,0.311968122075154,7,ok
38,receptor_02,-5.422,0.3547968480340348,9,ok
38,receptor_03,-4.773,0.01696233175948119,11,ok
38,receptor_04,-4.929,0.4095942669158416,8,ok
